FID,GEOID,PLNG_REGIO,PlanningRegion,LogRecNo,SumLevel,NAME,TotPop_e,TotPop_m,Hisp_e,Hisp_m,pHisp_e,pHisp_m,Not_Hisp_e,Not_Hisp_m,pNot_Hisp_e,pNot_Hisp_m,NHWhite_e,NHWhite_m,pNHWhite_e,pNHWhite_m,NHBlack_e,NHBlack_m,pNHBlack_e,pNHBlack_m,NH_AmInd_e,NH_AmInd_m,pNH_AmInd_e,pNH_AmInd_m,NH_Asian_e,NH_Asian_m,pNH_Asian_e,pNH_Asian_m,NH_PacIsl_e,NH_PacIsl_m,pNH_PacIsl_e,pNH_PacIsl_m,NH_OthRace_e,NH_OthRace_m,pNH_OthRace_e,pNH_OthRace_m,NH_TwoRace_e,NH_TwoRace_m,pNH_TwoRace_e,pNH_TwoRace_m,NH_AsianPI_e,NH_AsianPI_m,pNH_AsianPI_e,pNH_AsianPI_m,NH_Other_e,NH_Other_m,pNH_Other_e,pNH_Other_m,created_user,created_date,last_edited_user,last_edited_date,SHAPE_Length,SHAPE_Area
1250,13121003200,Yes,Atlanta Regional Commission,1991,Tract,"Census Tract 32, Fulton County",2251,215,78,80,3.5,3.5,2173,219,96.5,3.1,1701,273,75.6,9.7,199,92,8.8,4,0,13,0,0.6,54,47,2.4,2.1,0,13,0,0.6,0,13,0,0.6,219,168,9.7,7.4,54,49,2.4,2.2,219,169,9.7,7.5,,,,,0.0526071903827396,0.000103525672007537
1251,13121004200,Yes,Atlanta Regional Commission,1999,Tract,"Census Tract 42, Fulton County",2546,341,33,37,1.3,1.4,2513,337,98.7,0.7,275,160,10.8,6.1,2238,321,87.9,4.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,18,0,0.7,0,23,0,0.9,,,,,0.0499327883831194,0.000121364429367516
1252,13121003800,Yes,Atlanta Regional Commission,1995,Tract,"Census Tract 38, Fulton County",4091,433,245,83,6,1.9,3846,429,94,3.3,670,160,16.4,3.5,2819,518,68.9,10.4,0,13,0,0.3,263,104,6.4,2.4,0,13,0,0.3,9,16,0.2,0.4,85,47,2.1,1.1,263,105,6.4,2.5,94,51,2.3,1.2,,,,,0.0503284024631704,8.12266415489985e-05
1253,13121002500,Yes,Atlanta Regional Commission,1985,Tract,"Census Tract 25, Fulton County",2271,334,44,39,1.9,1.7,2227,337,98.1,3.5,79,45,3.5,1.9,2073,322,91.3,4.6,3,5,0.1,0.2,13,13,0.6,0.6,0,13,0,0.6,15,24,0.7,1.1,44,34,1.9,1.5,13,18,0.6,0.8,62,42,2.7,1.8,,,,,0.0368886201663636,8.48763396685081e-05
1254,13121002300,Yes,Atlanta Regional Commission,1983,Tract,"Census Tract 23, Fulton County",1500,328,0,13,0,0.9,1500,328,100,0,109,84,7.3,5.4,1369,313,91.3,6.1,0,13,0,0.9,0,13,0,0.9,0,13,0,0.9,0,13,0,0.9,22,24,1.5,1.6,0,18,0,1.2,22,30,1.5,2,,,,,0.0518495030481549,0.000109249397424314
1255,13139001608,Yes,Georgia Mountains,2368,Tract,"Census Tract 16.08, Hall County",6284,362,217,107,3.5,1.7,6067,325,96.5,7.6,5763,340,91.7,1.2,167,93,2.7,1.5,0,18,0,0.3,39,42,0.6,0.7,0,18,0,0.3,0,18,0,0.3,98,82,1.6,1.3,39,46,0.6,0.7,98,86,1.6,1.4,,,,,0.173301712080004,0.00159276546775097
1256,13139001603,Yes,Georgia Mountains,2363,Tract,"Census Tract 16.03, Hall County",5401,394,759,259,14.1,4.7,4642,396,85.9,3.8,4197,388,77.7,4.4,154,113,2.9,2.1,0,18,0,0.3,147,118,2.7,2.2,0,18,0,0.3,0,18,0,0.3,144,123,2.7,2.3,147,119,2.7,2.2,144,126,2.7,2.3,,,,,0.311519541557044,0.00343871283474844
1257,13121010118,Yes,Atlanta Regional Commission,2086,Tract,"Census Tract 101.18, Fulton County",6028,755,1562,758,25.9,12.1,4466,640,74.1,5.2,1952,478,32.4,6.8,2113,721,35.1,11.1,21,34,0.3,0.6,213,166,3.5,2.7,6,12,0.1,0.2,14,24,0.2,0.4,147,147,2.4,2.4,219,166,3.6,2.7,182,153,3,2.5,,,,,0.0653555217249078,0.000192215666358034
1258,13121010113,Yes,Atlanta Regional Commission,2082,Tract,"Census Tract 101.13, Fulton County",5339,858,2340,840,43.8,14.1,2999,573,56.2,5.8,1546,299,29,3.1,940,440,17.6,7.7,0,18,0,0.3,364,208,6.8,3.7,0,18,0,0.3,0,18,0,0.3,149,101,2.8,1.8,364,209,6.8,3.8,149,104,2.8,1.9,,,,,0.0719006983105456,0.000215232795681902
1259,13121010115,Yes,Atlanta Regional Commission,2084,Tract,"Census Tract 101.15, Fulton County",2526,284,57,37,2.3,1.4,2469,281,97.7,1.7,1961,288,77.6,7.3,402,249,15.9,9.7,0,13,0,0.5,98,86,3.9,3.4,0,13,0,0.5,0,13,0,0.5,8,14,0.3,0.6,98,87,3.9,3.4,8,23,0.3,0.9,,,,,0.0881090530222523,0.000340216374261016
1260,13121010122,Yes,Atlanta Regional Commission,2090,Tract,"Census Tract 101.22, Fulton County",6635,681,307,189,4.6,2.8,6328,677,95.4,2.9,2526,399,38.1,4.6,831,333,12.5,4.9,0,18,0,0.3,2829,663,42.6,9,0,18,0,0.3,0,18,0,0.3,142,107,2.1,1.6,2829,663,42.6,9,142,110,2.1,1.6,,,,,0.113371186795563,0.000314882963458648
1261,13121010114,Yes,Atlanta Regional Commission,2083,Tract,"Census Tract 101.14, Fulton County",6738,702,1469,701,21.8,10.2,5269,521,78.2,11.2,4156,568,61.7,5.5,766,245,11.4,3.4,0,18,0,0.3,227,170,3.4,2.5,0,18,0,0.3,0,18,0,0.3,120,104,1.8,1.5,227,171,3.4,2.5,120,107,1.8,1.6,,,,,0.0828734492227589,0.000396048736285495
1262,13121000600,Yes,Atlanta Regional Commission,1968,Tract,"Census Tract 6, Fulton County",6350,709,376,134,5.9,2,5974,722,94.1,4.4,2989,490,47.1,5.7,998,339,15.7,5,0,18,0,0.3,1721,452,27.1,6.4,25,34,0.4,0.5,0,18,0,0.3,241,132,3.8,2,1746,453,27.5,6.4,241,134,3.8,2.1,,,,,0.0515741776358323,0.000142106494828979
1263,13121006601,Yes,Atlanta Regional Commission,2017,Tract,"Census Tract 66.01, Fulton County",2087,271,22,19,1.1,0.9,2065,271,98.9,1.9,319,95,15.3,4.1,1703,274,81.6,7.8,0,13,0,0.6,19,29,0.9,1.4,0,13,0,0.6,0,13,0,0.6,24,31,1.1,1.5,19,32,0.9,1.5,24,36,1.1,1.7,,,,,0.074238110676876,0.000190062820033903
1264,13121006602,Yes,Atlanta Regional Commission,2018,Tract,"Census Tract 66.02, Fulton County",1356,250,22,33,1.6,2.4,1334,252,98.4,4,1,2,0.1,0.1,1307,253,96.4,5.7,0,13,0,1,0,13,0,1,0,13,0,1,3,5,0.2,0.4,23,37,1.7,2.7,0,18,0,1.4,26,40,1.9,2.9,,,,,0.0344064763029362,6.17542209245284e-05
1265,13121006200,Yes,Atlanta Regional Commission,2013,Tract,"Census Tract 62, Fulton County",1664,232,23,32,1.4,1.9,1641,235,98.6,3.2,88,57,5.3,3.3,1482,233,89.1,6.5,8,13,0.5,0.8,0,13,0,0.8,0,13,0,0.8,0,13,0,0.8,63,65,3.8,3.9,0,18,0,1.1,71,68,4.3,4,,,,,0.0421429901309907,0.000101199773508547
1266,13121006100,Yes,Atlanta Regional Commission,2012,Tract,"Census Tract 61, Fulton County",3758,497,15,17,0.4,0.4,3743,498,99.6,1.4,41,37,1.1,1,3650,499,97.1,3.4,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,52,57,1.4,1.5,0,18,0,0.5,52,60,1.4,1.6,,,,,0.0731277499797463,0.000218582391292603
1267,13121001600,Yes,Atlanta Regional Commission,1978,Tract,"Census Tract 16, Fulton County",2304,291,80,91,3.5,3.9,2224,285,96.5,2.1,1705,280,74,7.8,379,193,16.4,8.1,0,13,0,0.6,107,98,4.6,4.2,0,13,0,0.6,0,13,0,0.6,33,29,1.4,1.2,107,99,4.6,4.3,33,34,1.4,1.5,,,,,0.0479778411849948,8.99631181549425e-05
1268,13121003100,Yes,Atlanta Regional Commission,1990,Tract,"Census Tract 31, Fulton County",1974,220,72,40,3.6,2,1902,222,96.4,3.3,1170,217,59.3,8.8,696,167,35.3,7.5,0,13,0,0.7,18,24,0.9,1.2,0,13,0,0.7,0,13,0,0.7,18,18,0.9,0.9,18,27,0.9,1.4,18,26,0.9,1.3,,,,,0.0436926591102477,8.52201311627025e-05
1269,13121006802,Yes,Atlanta Regional Commission,2021,Tract,"Census Tract 68.02, Fulton County",2180,282,0,13,0,0.6,2180,282,100,0,0,13,0,0.6,2136,288,98,3.7,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,44,68,2,3.1,0,13,0,0.6,0,18,0,0.8,44,70,2,3.2,,,,,0.0349208014012504,7.05912070769249e-05
1270,13121007602,Yes,Atlanta Regional Commission,2030,Tract,"Census Tract 76.02, Fulton County",2737,372,81,71,3,2.6,2656,359,97,18.6,33,28,1.2,1,2623,362,95.8,2.3,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,18,0,0.7,0,23,0,0.8,,,,,0.104955970305984,0.0003277630665675
1271,13139001606,Yes,Georgia Mountains,2366,Tract,"Census Tract 16.06, Hall County",3739,388,352,248,9.4,6.6,3387,359,90.6,2,2675,429,71.5,8.7,577,265,15.4,6.9,23,42,0.6,1.1,54,47,1.4,1.2,0,13,0,0.3,0,13,0,0.3,58,55,1.6,1.5,54,49,1.4,1.3,81,70,2.2,1.9,,,,,0.144593935481239,0.000845346159847261
1272,13139001101,Yes,Georgia Mountains,2352,Tract,"Census Tract 11.01, Hall County",5557,658,4862,686,87.5,6.7,695,245,12.5,4.2,341,159,6.1,2.8,285,152,5.1,2.7,0,18,0,0.3,7,12,0.1,0.2,0,18,0,0.3,0,18,0,0.3,62,80,1.1,1.4,7,22,0.1,0.4,62,84,1.1,1.5,,,,,0.109334146967596,0.000397080455541363
1273,13139001605,Yes,Georgia Mountains,2365,Tract,"Census Tract 16.05, Hall County",5184,438,477,143,9.2,2.6,4707,398,90.8,0.3,4106,445,79.2,5.4,363,284,7,5.4,0,18,0,0.3,102,143,2,2.8,0,18,0,0.3,0,18,0,0.3,136,106,2.6,2,102,144,2,2.8,136,109,2.6,2.1,,,,,0.21333091465826,0.00165994458056097
1274,13139001604,Yes,Georgia Mountains,2364,Tract,"Census Tract 16.04, Hall County",7104,467,928,363,13.1,5,6176,359,86.9,7.6,5453,358,76.8,7.1,473,116,6.7,1.6,11,19,0.2,0.3,110,79,1.5,1.1,0,18,0,0.3,11,21,0.2,0.3,118,108,1.7,1.5,110,81,1.5,1.1,140,112,2,1.6,,,,,0.206380459424688,0.00143193920623231
1275,13139001502,Yes,Georgia Mountains,2362,Tract,"Census Tract 15.02, Hall County",4137,309,224,146,5.4,3.5,3913,342,94.6,4.3,3758,346,90.8,4.9,81,65,2,1.6,0,13,0,0.3,47,50,1.1,1.2,0,13,0,0.3,0,13,0,0.3,27,48,0.7,1.2,47,52,1.1,1.2,27,51,0.7,1.2,,,,,0.303231641776786,0.00449592136157572
1276,13139001607,Yes,Georgia Mountains,2367,Tract,"Census Tract 16.07, Hall County",5276,445,791,324,15,6,4485,362,85,9.9,3743,379,70.9,4,353,162,6.7,3,75,80,1.4,1.5,211,138,4,2.6,0,18,0,0.3,0,18,0,0.3,103,98,2,1.9,211,139,4,2.6,178,128,3.4,2.4,,,,,0.170960546387198,0.00142669191376351
1277,13139001302,Yes,Georgia Mountains,2357,Tract,"Census Tract 13.02, Hall County",5570,453,746,263,13.4,4.6,4824,369,86.6,9.7,4398,364,79,1.2,189,103,3.4,1.8,0,18,0,0.3,110,127,2,2.3,0,18,0,0.3,10,15,0.2,0.3,117,88,2.1,1.6,110,128,2,2.3,127,91,2.3,1.6,,,,,0.265698829872051,0.00212050208443094
1278,13139001301,Yes,Georgia Mountains,2356,Tract,"Census Tract 13.01, Hall County",7097,564,2518,563,35.5,7.4,4579,446,64.5,3.6,3614,375,50.9,3.4,355,212,5,3,93,87,1.3,1.2,314,81,4.4,1.1,0,18,0,0.3,0,18,0,0.3,203,192,2.9,2.7,314,83,4.4,1.1,296,212,4.2,3,,,,,0.316333758561019,0.0030793419519759
1279,13139001403,Yes,Georgia Mountains,2359,Tract,"Census Tract 14.03, Hall County",4109,385,1571,462,38.2,10.7,2538,383,61.8,7.3,1866,287,45.4,5.5,470,255,11.4,6.1,0,13,0,0.3,105,115,2.6,2.8,0,13,0,0.3,0,13,0,0.3,97,95,2.4,2.3,105,116,2.6,2.8,97,97,2.4,2.3,,,,,0.151188161195572,0.00108674554819842
1280,13139001404,Yes,Georgia Mountains,2360,Tract,"Census Tract 14.04, Hall County",5401,614,1553,390,28.8,6.4,3848,553,71.2,6.3,3138,531,58.1,7.3,585,162,10.8,2.7,0,18,0,0.3,56,67,1,1.2,4,7,0.1,0.1,0,18,0,0.3,65,72,1.2,1.3,60,67,1.1,1.2,65,76,1.2,1.4,,,,,0.179621396213191,0.00180078462310831
1281,13305970400,No,Heart of Georgia Altamaha,2963,Tract,"Census Tract 9704, Wayne County",3243,260,211,153,6.5,4.7,3032,237,93.5,10.5,2661,234,82.1,3,341,159,10.5,4.8,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,0,13,0,0.4,30,29,0.9,0.9,0,18,0,0.6,30,34,0.9,1.1,,,,,1.00939642372826,0.0408731872029148
1282,13305970100,No,Heart of Georgia Altamaha,2960,Tract,"Census Tract 9701, Wayne County",3785,285,244,153,6.4,4,3541,301,93.6,3.7,3253,277,85.9,3.4,165,101,4.4,2.6,0,13,0,0.3,46,42,1.2,1.1,0,13,0,0.3,0,13,0,0.3,77,54,2,1.4,46,44,1.2,1.2,77,57,2,1.5,,,,,1.04960481897304,0.0366035845942389
1283,13305970600,No,Heart of Georgia Altamaha,2965,Tract,"Census Tract 9706, Wayne County",3968,436,24,37,0.6,0.9,3944,432,99.4,15.4,3275,412,82.5,5.1,538,364,13.6,9.1,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,7,13,0.2,0.3,124,136,3.1,3.4,0,18,0,0.5,131,137,3.3,3.4,,,,,1.33077438671338,0.0681637481221207
1284,13305970500,No,Heart of Georgia Altamaha,2964,Tract,"Census Tract 9705, Wayne County",5183,535,463,137,8.9,2.5,4720,514,91.1,3.2,2443,358,47.1,4.9,2096,384,40.4,6.1,9,18,0.2,0.3,6,11,0.1,0.2,0,18,0,0.3,0,18,0,0.3,166,185,3.2,3.6,6,21,0.1,0.4,175,187,3.4,3.6,,,,,0.237840341653606,0.00214454923652128
1285,13305970300,No,Heart of Georgia Altamaha,2962,Tract,"Census Tract 9703, Wayne County",4826,529,468,305,9.7,6.2,4358,455,90.3,13.7,2108,277,43.7,3.2,2103,401,43.6,6.8,11,19,0.2,0.4,86,90,1.8,1.9,0,13,0,0.3,0,13,0,0.3,50,68,1,1.4,86,91,1.8,1.9,61,72,1.3,1.5,,,,,0.363097276041889,0.00614427040912094
1286,13305970200,No,Heart of Georgia Altamaha,2961,Tract,"Census Tract 9702, Wayne County",8828,621,447,290,5.1,3.3,8381,558,94.9,9.2,7503,618,85,3.6,588,310,6.7,3.5,0,18,0,0.2,0,18,0,0.2,0,18,0,0.2,126,163,1.4,1.8,164,143,1.9,1.6,0,25,0,0.3,290,218,3.3,2.5,,,,,0.386412670576913,0.00568122513382854
1287,13103030402,No,Coastal Regional Commission,1854,Tract,"Census Tract 304.02, Effingham County",6346,420,240,214,3.8,3.4,6106,360,96.2,8.5,5755,367,90.7,8.3,198,110,3.1,1.7,18,27,0.3,0.4,49,64,0.8,1,0,18,0,0.3,0,18,0,0.3,86,72,1.4,1.1,49,66,0.8,1,104,79,1.6,1.2,,,,,0.370648270563203,0.0060789702046008
1288,13103030305,No,Coastal Regional Commission,1852,Tract,"Census Tract 303.05, Effingham County",8316,561,496,253,6,3,7820,568,94,2.5,5683,552,68.3,4.8,1452,395,17.5,4.6,0,18,0,0.2,302,154,3.6,1.8,15,23,0.2,0.3,222,240,2.7,2.9,146,92,1.8,1.1,317,156,3.8,1.9,368,258,4.4,3.1,,,,,0.57810829190039,0.00935403214067927
1289,13103030303,No,Coastal Regional Commission,1850,Tract,"Census Tract 303.03, Effingham County",2463,207,291,192,11.8,7.7,2172,244,88.2,6.6,2018,243,81.9,7.1,85,71,3.5,2.9,7,11,0.3,0.4,25,28,1,1.1,0,13,0,0.5,13,21,0.5,0.9,24,27,1,1.1,25,31,1,1.3,44,36,1.8,1.5,,,,,0.404172909355768,0.0054652515988137
1290,13103030401,No,Coastal Regional Commission,1853,Tract,"Census Tract 304.01, Effingham County",4949,560,113,124,2.3,2.5,4836,559,97.7,2.3,4497,497,90.9,14.4,288,207,5.8,4.1,0,13,0,0.3,32,49,0.6,1,0,13,0,0.3,10,17,0.2,0.3,9,19,0.2,0.4,32,51,0.6,1,19,29,0.4,0.6,,,,,0.512959545780507,0.0077186541351554
1291,13103030204,No,Coastal Regional Commission,1848,Tract,"Census Tract 302.04, Effingham County",3885,398,37,39,1,1,3848,394,99,14.3,2400,258,61.8,2,1415,367,36.4,8.7,3,6,0.1,0.2,7,10,0.2,0.3,0,13,0,0.3,0,13,0,0.3,23,28,0.6,0.7,7,16,0.2,0.4,26,31,0.7,0.8,,,,,0.585393883069993,0.0108292138588697
1292,13103030203,No,Coastal Regional Commission,1847,Tract,"Census Tract 302.03, Effingham County",8331,513,277,221,3.3,2.6,8054,561,96.7,3.1,6869,558,82.5,4.4,786,208,9.4,2.4,0,18,0,0.2,0,18,0,0.2,12,19,0.1,0.2,0,18,0,0.2,387,235,4.6,2.8,12,26,0.1,0.3,387,236,4.6,2.8,,,,,0.706077831034143,0.0134219194449377
1293,13121010212,Yes,Atlanta Regional Commission,2099,Tract,"Census Tract 102.12, Fulton County",5332,622,2344,650,44,11.1,2988,303,56,8.7,2378,288,44.6,1.5,409,150,7.7,2.7,0,18,0,0.3,191,123,3.6,2.3,2,4,0,0.1,0,18,0,0.3,8,13,0.2,0.2,193,123,3.6,2.3,8,29,0.2,0.5,,,,,0.0760421651184251,0.000322800025256892
1294,13121009802,Yes,Atlanta Regional Commission,2074,Tract,"Census Tract 98.02, Fulton County",4648,301,143,120,3.1,2.6,4505,280,96.9,8.7,3708,329,79.8,4.8,249,127,5.4,2.7,0,13,0,0.3,465,286,10,6.1,0,13,0,0.3,9,14,0.2,0.3,74,71,1.6,1.5,465,286,10,6.1,83,74,1.8,1.6,,,,,0.147754474929217,0.00103134657316808
1295,13121009403,Yes,Atlanta Regional Commission,2065,Tract,"Census Tract 94.03, Fulton County",4833,432,624,315,12.9,6.4,4209,496,87.1,6.7,2041,388,42.2,7.1,1142,377,23.6,7.5,6,11,0.1,0.2,803,400,16.6,8.1,0,13,0,0.3,0,13,0,0.3,217,146,4.5,3,803,400,16.6,8.1,223,147,4.6,3,,,,,0.0608609974597696,0.000114788521384533
1296,13121009404,Yes,Atlanta Regional Commission,2066,Tract,"Census Tract 94.04, Fulton County",4475,405,250,197,5.6,4.4,4225,392,94.4,1.9,3065,321,68.5,3.6,706,272,15.8,5.9,25,39,0.6,0.9,307,170,6.9,3.7,0,13,0,0.3,69,90,1.5,2,53,74,1.2,1.7,307,170,6.9,3.8,147,123,3.3,2.7,,,,,0.0680183791938617,0.00020269573751172
1297,13121010001,Yes,Atlanta Regional Commission,2076,Tract,"Census Tract 100.01, Fulton County",4935,574,59,52,1.2,1,4876,582,98.8,2.6,3760,542,76.2,6.5,462,248,9.4,4.9,0,13,0,0.3,580,305,11.8,6,0,13,0,0.3,0,13,0,0.3,74,65,1.5,1.3,580,305,11.8,6,74,68,1.5,1.4,,,,,0.104988042343942,0.000397881828057317
1298,13121009602,Yes,Atlanta Regional Commission,2070,Tract,"Census Tract 96.02, Fulton County",4953,437,154,124,3.1,2.5,4799,438,96.9,2.3,3720,514,75.1,8,729,294,14.7,5.8,0,13,0,0.3,187,149,3.8,3,0,13,0,0.3,12,21,0.2,0.4,151,102,3,2,187,150,3.8,3,163,105,3.3,2.1,,,,,0.0837557993043964,0.000231795549183506
1299,13121010002,Yes,Atlanta Regional Commission,2077,Tract,"Census Tract 100.02, Fulton County",7624,599,375,232,4.9,3,7249,654,95.1,4.2,6408,693,84.1,6.2,221,132,2.9,1.7,5,12,0.1,0.2,459,126,6,1.6,0,18,0,0.2,0,18,0,0.2,156,129,2,1.7,459,127,6,1.6,161,131,2.1,1.7,,,,,0.114985358841462,0.000618167076957748
1300,13121009502,Yes,Atlanta Regional Commission,2068,Tract,"Census Tract 95.02, Fulton County",3592,474,115,85,3.2,2.3,3477,456,96.8,18,2509,421,69.8,7.2,558,314,15.5,8.5,0,13,0,0.4,255,155,7.1,4.2,0,13,0,0.4,0,13,0,0.4,155,129,4.3,3.5,255,156,7.1,4.2,155,130,4.3,3.6,,,,,0.0670027068307298,0.000181964053815148
1301,13121008000,Yes,Atlanta Regional Commission,2043,Tract,"Census Tract 80, Fulton County",5965,812,48,60,0.8,1,5917,818,99.2,2.4,131,96,2.2,1.6,5728,829,96,4.7,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,0,18,0,0.3,58,64,1,1.1,0,25,0,0.4,58,69,1,1.1,,,,,0.14965631923383,0.000575135805574504
1302,13121003900,Yes,Atlanta Regional Commission,1996,Tract,"Census Tract 39, Fulton County",2522,530,22,32,0.9,1.3,2500,531,99.1,3.1,29,28,1.1,1.1,2471,537,98,5.4,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,18,0,0.7,0,23,0,0.9,,,,,0.0398058216360618,8.11440133246821e-05
1303,13121004100,Yes,Atlanta Regional Commission,1998,Tract,"Census Tract 41, Fulton County",2127,388,19,22,0.9,1,2108,387,99.1,2.1,145,80,6.8,3.5,1921,399,90.3,9,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,0,13,0,0.6,42,49,2,2.3,0,18,0,0.9,42,52,2,2.4,,,,,0.0489045367218797,0.000123138801788331
1304,13121002400,Yes,Atlanta Regional Commission,1984,Tract,"Census Tract 24, Fulton County",2645,408,21,25,0.8,0.9,2624,405,99.2,0.5,100,101,3.8,3.8,2491,408,94.2,5.2,0,13,0,0.5,26,39,1,1.5,0,13,0,0.5,0,13,0,0.5,7,13,0.3,0.5,26,41,1,1.5,7,23,0.3,0.9,,,,,0.0506143027003258,0.000131592286494536
1305,13121004000,Yes,Atlanta Regional Commission,1997,Tract,"Census Tract 40, Fulton County",2522,399,32,29,1.3,1.1,2490,395,98.7,1.1,69,49,2.7,1.9,2416,395,95.8,4,0,13,0,0.5,5,9,0.2,0.4,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,5,16,0.2,0.6,0,23,0,0.9,,,,,0.0554471092736744,0.000157504041010871
1306,13121008400,Yes,Atlanta Regional Commission,2050,Tract,"Census Tract 84, Fulton County",2785,422,62,47,2.2,1.7,2723,428,97.8,4.1,353,233,12.7,8.1,2312,395,83,6.6,6,10,0.2,0.4,23,22,0.8,0.8,0,13,0,0.5,0,13,0,0.5,29,38,1,1.4,23,26,0.8,0.9,35,41,1.3,1.5,,,,,0.0643695551394166,0.000173033948146685
1307,13121008302,Yes,Atlanta Regional Commission,2049,Tract,"Census Tract 83.02, Fulton County",1653,227,11,14,0.7,0.8,1642,224,99.3,19.2,21,17,1.3,1,1616,228,97.8,3.2,0,13,0,0.8,0,13,0,0.8,0,13,0,0.8,0,13,0,0.8,5,10,0.3,0.6,0,18,0,1.1,5,21,0.3,1.3,,,,,0.0661927350607722,0.000183966677384106
1308,13121008301,Yes,Atlanta Regional Commission,2048,Tract,"Census Tract 83.01, Fulton County",2556,450,3,6,0.1,0.2,2553,450,99.9,0.9,55,67,2.2,2.6,2487,449,97.3,3.9,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,11,11,0.4,0.4,0,18,0,0.7,11,21,0.4,0.8,,,,,0.0925523535766825,0.000255766957250063
1309,13121007200,Yes,Atlanta Regional Commission,2026,Tract,"Census Tract 72, Fulton County",2307,472,18,25,0.8,1.1,2289,473,99.2,2.9,23,26,1,1.1,2154,450,93.4,3.9,0,13,0,0.6,99,151,4.3,6.5,0,13,0,0.6,0,13,0,0.6,13,15,0.6,0.6,99,152,4.3,6.5,13,24,0.6,1,,,,,0.173471177757569,0.00087182448737874
1310,13139001501,Yes,Georgia Mountains,2361,Tract,"Census Tract 15.01, Hall County",4940,412,132,82,2.7,1.6,4808,396,97.3,11.4,4588,424,92.9,3.7,140,172,2.8,3.5,7,10,0.1,0.2,56,47,1.1,0.9,0,13,0,0.3,0,13,0,0.3,17,23,0.3,0.5,56,49,1.1,1,24,28,0.5,0.6,,,,,0.224017678043457,0.00250824150296471
1311,13139001102,Yes,Georgia Mountains,2353,Tract,"Census Tract 11.02, Hall County",4332,288,3213,344,74.2,6.2,1119,217,25.8,4.7,834,247,19.3,5.6,105,143,2.4,3.3,0,13,0,0.3,180,112,4.2,2.6,0,13,0,0.3,0,13,0,0.3,0,13,0,0.3,180,113,4.2,2.6,0,23,0,0.5,,,,,0.11666476309544,0.000549051259387023
1312,13139001201,Yes,Georgia Mountains,2354,Tract,"Census Tract 12.01, Hall County",7374,798,3685,699,50,7.8,3689,576,50,5.6,2555,494,34.6,5.6,999,519,13.5,6.9,0,18,0,0.2,89,100,1.2,1.3,0,18,0,0.2,0,18,0,0.2,46,48,0.6,0.6,89,102,1.2,1.4,46,54,0.6,0.7,,,,,0.439126957308836,0.00370089146541599
1313,13139001004,Yes,Georgia Mountains,2351,Tract,"Census Tract 10.04, Hall County",3146,327,692,180,22,5.2,2454,289,78,4.3,1720,295,54.7,7.5,331,146,10.5,4.5,17,37,0.5,1.2,161,94,5.1,2.9,0,13,0,0.4,31,34,1,1.1,194,131,6.2,4.1,161,95,5.1,3,242,140,7.7,4.4,,,,,0.128767083832651,0.000743174568134455
1314,13139001003,Yes,Georgia Mountains,2350,Tract,"Census Tract 10.03, Hall County",7482,722,5641,726,75.4,6.4,1841,299,24.6,3.2,1104,253,14.8,3.1,677,201,9,2.5,0,18,0,0.2,17,19,0.2,0.3,0,18,0,0.2,0,18,0,0.2,43,48,0.6,0.6,17,26,0.2,0.3,43,54,0.6,0.7,,,,,0.124882515112472,0.000551989221937363
1315,13139000305,Yes,Georgia Mountains,2341,Tract,"Census Tract 3.05, Hall County",4541,528,722,511,15.9,11.1,3819,319,84.1,12,3711,331,81.7,12,27,26,0.6,0.6,0,13,0,0.3,30,28,0.7,0.6,0,13,0,0.3,0,13,0,0.3,51,45,1.1,1,30,31,0.7,0.7,51,49,1.1,1.1,,,,,0.402560680383292,0.00346398443585748
1316,13139000304,Yes,Georgia Mountains,2340,Tract,"Census Tract 3.04, Hall County",3734,264,287,187,7.7,5,3447,272,92.3,3.2,3301,254,88.4,2.7,109,85,2.9,2.3,0,13,0,0.3,7,13,0.2,0.3,0,13,0,0.3,0,13,0,0.3,30,29,0.8,0.8,7,18,0.2,0.5,30,34,0.8,0.9,,,,,0.316659041134095,0.00353053803998124
1317,13139000303,Yes,Georgia Mountains,2339,Tract,"Census Tract 3.03, Hall County",2467,207,140,173,5.7,7,2327,222,94.3,4.3,2290,237,92.8,5.6,0,13,0,0.5,0,13,0,0.5,37,56,1.5,2.3,0,13,0,0.5,0,13,0,0.5,0,13,0,0.5,37,57,1.5,2.3,0,23,0,0.9,,,,,0.380139474094026,0.00278717752615641
